name,latitude,longitude
Stantsiya Zvezda,52.9548,49.6163
Zyungar-Kebyut,46.04083,42.06833
Bereznik,65.4763,44.9982
Zykovshchina,59.95,46.38333
Zakidovo,57.99833,33.5225
Akhvenozero,64.18262,32.56389
Zaliv Sedova,74.69913,59.81133
Krasnobrodskiy,54.1581,86.4486
Zenkovo,61.20115,69.87824
Zverinets,66.09102,55.23185
Zolotukha,63.7,38.91667
Mys Yuribeysalya,68.91425,68.8842
Krasnyy Chikoy,50.36321,108.75445
Zvyagino,55.7309,42.7658
Zyuzino,57.47267,54.02466
Zvonarëv Kut,54.69018,73.37344
Mys Zelënyy,71.43677,75.36934
Zykovka,52.0852,35.9819
Zuy,52.45259,104.05785
Zuyevshchina,58.6,27.88333
Zimniye-Kiyevskiye,59.80954,79.06575
Khochuzh,56.83333,30.65
Novozavidovskiy,56.55,36.43333
Sortaval’skiy Rayon,61.77208,30.64628
Zykovo,57.60262,49.63636
Mys Zolotoy,47.31885,138.98626
Krasnobor’ye,55.55556,64.5425
Yegor’yevskoye,54.4986,84.5973
Vysotino,56.03583,94.6625
Zhukovo,54.53333,99.9
Zvëzdochka,46.7753,39.5725
Yus-Balagan,71.51667,136.23333
Bërëlëkh,62.43333,147.68333
Gorodishchna,60.23148,44.36512
Zyryanovo,63.70029,87.32626
Malinovo,55.74833,38.87256
Zhil’gur,61.08333,126.96667
Smol’nyy Navolok,67.15,32.41667
Zholmykh,52.1,139.81667
Zybino,50.69828,36.03715
Gora Zyuryan,56.23333,59.46667
Zholdongo,68.01667,123.2
Nekrasovo,55.03285,34.52375
Zmeyëvka,51.1121,38.2149
Zvyagino,56.73649,45.54575
Yengota-yu,64.98575,62.10626
Zybino,54.9138,38.24399
Bukhta Yuriya,80.30914,52.68855
Kitoy-Kinskiy Khrebet,52.17228,102.40202
Bikada,74.83333,106.5
Zhirkova,68.25,145.4
Ostrov Zhokhova,76.14036,152.70981
Vagil’,59.76888,62.63597
Bol’shaya Alekseyevka,52.6095,40.0078
Varlamovo,59.99076,40.01896
Posëlok Bogdanovskogo Rybopitomnika,56.46896,40.02851
Isayevka,53.9524,40.0399
Mikhaylovka,53.62194,40.04972
Aleksandrovka-Donskaya,50.50991,40.05958
Savkino,57.8364,40.06981
Lystsevo,54.2235,40.0798
Shchiptsovo,57.49645,40.08792
Yenal’skiy,60.52776,40.09855
Ozero Starodon’ye,50.20889,40.105
Ozero Bol’shoye Pashozero,63.7241,40.1152
Barskoye,55.21762,40.12302
Sermino,57.25,40.13333
Strel’nikovo,57.28639,40.14194
Artëmikha,57.25863,40.15172
Ochkasovo,58.37536,40.16131
Yaksayevo,57.40083,40.16944
Staraya Vasil’yevka,52.7177,40.1801
Klyuchi,57.4822,40.19009
Tasa,55.48054,40.19886
Sharmanovo,58.34053,40.20478
Anisimovo,58.40945,40.21337
Urochishche Novotarbeyevskiy Kordon,52.8513,40.22
Shapkino,58.30566,40.22912
Natal’ino,52.26111,40.23694
Vasilëvka,53.7351,40.2497
Stantsiya Noyabr’skiy,60.23368,40.25563
Aglomazovo,54.4862,40.2665
Vasil’yevka Vtoraya,51.8438,40.27555
Leninskiy,54.0628,40.2851
Kargopol-2,61.63604,40.29577
Kireyevskoye,51.82028,40.30306
Onishevo,64.6056,40.3128
Dolgoye,64.6245,40.3222
Polovoz,58.72817,40.33068
Gulënikha,57.3814,40.33731
Andreyevka,52.1735,40.3484
Myakshevo,57.31446,40.35682
Polevoy,53.3139,40.3664
Ilovayskiy,53.2726,40.3749
Kolkhoz Imeni Budënogo,57.68333,40.38333
Andrianovo,64.5698,40.3925
Meledino,58.55137,40.40244
Ozero Pavlinovo,64.0326,40.4136
Baklanovo,60.47956,40.42146
Lychnaya,61.1005,40.4319
Vasil’yevskoye,58.42641,40.44091
Klëpovka,50.7137,40.4498
Balka Razdaybina,50.43417,40.45611
Kazinskiy,54.01667,40.46667
Letnëvo,58.11185,40.47833
Zlatoustovo,53.3607,40.4869
Staraya Tishanka,51.32167,40.49972
Nizhniy Mamon,50.1937,40.5083
Nagibin,51.71333,40.5175
Kalikino,58.12889,40.52704
Isady,54.4075,40.5349
Kuzega,63.8346,40.5459
Rodnoye,55.91477,40.55363
Suvorkovo,58.86091,40.56369
Nerekhta,57.45795,40.57169
Amosovo,54.68333,40.58333
Yurino,57.32935,40.59601
Grushovoye,50.0106,40.6065
Ozerki,55.05778,40.6167
Novaya Levada,53.4744,40.6289
Zharki,55.88709,40.63877
Zemlerob,54.5,40.65
Khutor Filino,57.77105,40.66002
Stanovoye,58.95543,40.67082
Zarya,52.46667,40.68333
Vishnëvoye,53.22889,40.69556
Prechistoye,58.14307,40.70574
Velikaya,61.4201,40.7169
Sanino,58.12815,40.7287
Vladimirovka,51.7801,40.74079
Gryazovetskiy Rayon,58.91667,40.75
Zamaytsevo,57.0904,40.76255
Kladovitsa,60.07742,40.77148
Novomelovatka,50.4435,40.7824
Laptëvo,56.24394,40.79256
Tarasovka,54.1302,40.8031
Voznesenovka,51.78767,40.81521
Vel’skaya,61.795,40.8269
Velikodvorskoye,56.77583,40.84097
Novosëlki,54.31667,40.85
Novo-Talitsy,57.00392,40.85936
Popovka,52.6796,40.86895
Troitskiy,51.76643,40.87899
Selo,61.8806,40.8878
Kurabovka,52.01667,40.9
Razvaliny Murgozero,62.86155,40.90852
Rodionovo,58.85498,40.91843
Boloto Uvoznoye,61.3814,40.9297
Beregovoye,54.1811,40.9385
Novaya Zhizn’,52.08333,40.95
Bobretskiye Ozëra,63.6655,40.9612
Nizhnyaya Pustyn’,58.81941,40.97035
Stantsiya Kalach,50.42044,40.98132
Chestruchey,62.73942,40.98978
Medvedevo,59.21667,41.0
Kalinovka,51.8234,41.01311
Kachalka,57.64744,41.02375
Fedulovskaya,60.8078,41.0343
Zapadnyy,61.1765,41.0477
Alabukhino,57.44335,41.06034
Shabalin Pochinok,59.0849,41.07071
Skomorokhovo,57.26667,41.08333
Tokay,51.31789,41.09411
Gomonikha,57.60711,41.10466
Kuzëmkino,57.33333,41.11667
Yasnaya Polyana,53.53001,41.12918
Ozero Maloye Stolbovoye,62.4032,41.1413
Ozero Kisnoye,64.7146,41.1519
Artëmikha,56.59951,41.16544
Urochishche Ryabinovoye,61.2624,41.1782
Burmachevskaya,64.3035,41.1902
Mys,64.178,41.2017
Miten’kino,57.94639,41.21611
Parfen’yevo,57.00701,41.22622
Nikol’skiy,51.85111,41.23667
Yermolino,57.09369,41.24765
Gul’nevo,58.21394,41.25835
Yermolino,57.12669,41.26995
Rozhnovo,58.27777,41.28107
Gorozhonovo,56.23139,41.29417
Matrokhino,56.98414,41.30508
Lamino,53.78662,41.31754
Ozero Medvezh’ye,58.10611,41.33028
Lukino,57.83744,41.34087
Krolyatino,57.06667,41.35
Stoletikha,62.74703,41.3636
Pogorelka,56.36624,41.37397
Urochishche Ivanovka,51.94072,41.38597
Rastov,61.3538,41.397
Pirogovo,58.82611,41.4075
Bol’shiye Pady,52.50864,41.41796
Samsonovka,55.5435,41.4317
Novyy,64.6834,41.4423
Ozero Maloye Kuznetsovo,62.74166,41.45483
Staroye,59.58333,41.46667
Varekha,55.4365,41.4779
Kharitonovo,64.28488,41.48833
Toropikha,56.92986,41.50138
Ostanovochnyy Punkt Osipovo,56.36562,41.51258
Pogorelovka,53.68899,41.52338
Yakushevo,56.70186,41.53394
Kordobol’,58.93818,41.54569
Afanasovo,57.58697,41.55735
Faleyevka,54.60742,41.56828
Platforma 67 km,56.02864,41.58241
Urochishche Goreloye,51.64443,41.59113
Yelyuga,61.1968,41.601
Chetvërtyy Kilometr,52.72847,41.61438
Kopylovo,60.14743,41.62417
Ivarovo,57.43333,41.63333
Ignat’yevo,57.87402,41.64613
Novosel’tsevo,52.47833,41.65722
Sanchugovo,55.6974,41.6692
Tyanovka,53.64005,41.68271
Verkhnebezymyanskiy,50.7756,41.6961
Kivernikovo,56.80898,41.70552
Kazanovka,54.68333,41.71667
Yamki,56.16758,41.72857
Vtoroy,51.1099,41.7386
Dvorishchi,57.89665,41.75088
Nemkovo,57.01117,41.76335
Yurino,54.18941,41.77378
Urochishche Rassokhi,61.5639,41.7835
Kenitsy,64.312,41.7967
Ozero Poshma,54.92722,41.80528
Raykovo,57.35,41.81667
Titovskaya,61.2094,41.8287
Gavrishevo,56.56227,41.8384
Danchino,57.91667,41.85
Krivovskiy,50.7107,41.8608
Zhelobikha,56.37739,41.87107
Golubskoye,57.21667,41.88333
Snoved’,55.18212,41.8933
Semënovskaya,58.14787,41.9018
Kordon Zaton,53.18053,41.9133
Balka Verhne Mechetnaya,50.29806,41.9225
Vorob’yë,57.31667,41.93333
Mozdok,51.95694,41.94449
Kruchininy,63.4038,41.9546
Gulyaikha,56.04098,41.96529
Berëstyanki,54.33526,41.97789
Kostenëvo,58.31809,41.98753
Alekseyevka,51.60772,42.00059
Samoylovskaya,63.1,42.01667
Stepanovka,54.7304,42.0297
Podsosan’ye,63.27002,42.04211
Ozero Denisovo,64.6933,42.055
Shikhalovo,59.05,42.06667
Ovrag Yevdokimovskiy,51.78438,42.08116
Kustiki Street,57.4995,42.09291
Usad,58.0223,42.1047
Maksimovskaya,60.66667,42.11667
Makarovo,59.29711,42.13056
Klestovo,56.62797,42.14356
Yermovo,57.87461,42.15839
Kuz’minka,54.3288,42.1708
Storozhka,56.46667,42.18333
Rodionovskaya,63.0452,42.1968
Ozero Shudozero,63.78611,42.20861
Yurkino,58.2195,42.2223
Zvegintsevo,51.3012,42.2362
Motra,55.7388,42.2486
Urochishche Uritskiy,51.70861,42.25951
Lukino,56.57544,42.2721
Novosëlki,54.62,42.2853
Prutskovskiy,51.0858,42.2987
Fomitsyno,58.6454,42.314
Voskhod,54.3366,42.3295
Ostrovskiy Rayon,57.83478,42.34292
Urochishche Duplyatoye,51.75609,42.35783
Zolotaya Polyana,53.9447,42.37214
Malakhovo,56.77446,42.38515
Urochishche Dubki,52.72597,42.40048
Yukhma,57.72628,42.41457
Urochishche Makarovskoye,61.48972,42.42583
Malinovka,55.1549,42.4393
Rusinovskaya,57.05536,42.45233
Peski,51.2531,42.4693
Lukinskaya,59.91667,42.48333
Gorokhovetskiy Otrog,56.13333,42.5
Bakhayevskaya,56.90327,42.5158
Matany,57.80959,42.52856
Drugovitsevo,58.0812,42.5433
Otdeleniye Sovkhoza Komsomol’skiy Nomer Dva,50.9462,42.5558
Pal’tsyno,55.8557,42.5705
Strelitsa,57.96667,42.58333
Yelmas,62.843,42.5986
Chërnaya,61.78528,42.61278
Solov’yëvskiy,50.3833,42.6263
Golenishchevo,58.12223,42.64063
Vysokovo,56.90146,42.6561
Lyast’ma,54.00797,42.6702
Gruzdevskiy,56.2,42.68333
Sovkhoznyy,55.308,42.694
Shatenino,58.4007,42.7071
Bol’shaya Svyatitsa,58.8531,42.7216
Gulyayevskiy,50.41404,42.73589
Parfen’yevo-Pravyy Bereg,61.37361,42.75028
Novinskiye,59.33333,42.76667
Bol’shiye Kameshki,57.09619,42.78496
Podgornoye,53.19565,42.79805
Podval,53.22971,42.81054
Shutovo,58.0213,42.8226
Krasnyy Oktyabr’,54.0925,42.83641
Povalikhino,58.88996,42.84997
Korshigino,59.04,42.86184
Lazarevo,59.07692,42.87624
Yeliseyevka,52.74893,42.8909
Khvastovo,58.21816,42.903
Kuz’minskaya,57.39527,42.91896
Krutsy-Shelyaukhovskiye,57.20574,42.93397
Potapovo,58.81898,42.95077
Ozërskaya,61.6,42.96667
Chernogay,53.04459,42.98163
Tikhonikha,59.99648,42.99591
Gora Vysokaya,56.3952,43.01506
Boloto Tokovoye,58.9031,43.0304
Grigorovo,58.6606,43.0491
Vorontsovo,56.61226,43.06266
Perkhurovo,56.75343,43.08034
Starovo,58.5072,43.097
Ostanovochnyy Punkt 13 km,51.6099,43.1141
Ozero Rubezhnoye,54.68542,43.13317
Belaya Rechka,64.771,43.1493
Lukinskaya,56.90056,43.16682
Bol’shoye Dmitriyevo,56.89375,43.18325
Trudovik,55.61737,43.20104
Shestovo,56.68404,43.21867
Meledino,58.6688,43.2349
Atemasovo,55.15451,43.25285
Yagrysh,61.81667,43.27056
Iskad’yevo,55.8336,43.29131
Urochishche Gogolino,58.5806,43.3113
Gorelaya,61.41667,43.33333
Smirnovo,55.14571,43.3501
Syuvernya,52.6717,43.36964
Torokhovo,56.7267,43.38705
Sora,58.2551,43.4034
Kalinino,58.5911,43.4233
Prud Kruten’kiy,51.6198,43.4468
Urochishche Bol’shaya Anitsiya,64.9353,43.4654
Ureyka,54.46682,43.48451
Karokino,58.4962,43.5047
Tarasovo,58.29622,43.52348
Pava,55.83112,43.5449
Zaytsevo,58.70834,43.56468
Dunay,63.41242,43.58403
Moshki,56.58171,43.60608
Nikolo-Pogost,56.53067,43.62858
Vvedenka,52.6013,43.6493
Ust’yanskiy Rayon,61.33333,43.66667
Ol’yevka,55.50229,43.68329
Gorcheyevo,58.0744,43.7012
Afanas’yevo,56.03495,43.72013
Berëzovka,61.28483,43.73994
Ostanovochnyy Punkt Kopnino,56.12361,43.75806
Likhachëvo,56.59354,43.77158
Yurovo,56.50955,43.7895
Sendyuga,58.2886,43.8083
Profsoyuznik,50.4967,43.8246
Sivin’,54.48278,43.845
Osinki,56.59021,43.86252
Shingarino,54.0994,43.88488
Vezovka,62.7142,43.9068
Pas’ma,58.6311,43.9287
Mezhdurech’ye,52.85201,43.94565
Urochishche Vasil’yev Vrag,54.79514,43.9612
Nikol’skoye,56.84968,43.98047
Gladyshevo,57.0958,44.0003
Vysokovo,56.31,44.02306
Konstantinovka,52.60975,44.03975
Boloto Shotogorskoye,63.4072,44.0568
Gorelyy,62.7263,44.0786
Varnachevo,56.4,44.1
Boloto Puchuzhskoye,62.2869,44.1186
Soshniki,56.3208,44.14023
Stantsiya Kstovo,56.17194,44.16417
Senyuga,61.55785,44.18459
Mal’tsevka,53.4066,44.2044
Novokonoplyanoye,51.00111,44.2275
Danilovskiy Rayon,50.41667,44.25
Mokino,57.2316,44.2685
Verkhnyaya Loyga,61.12563,44.28992
Kologriv,58.82667,44.31831
Ozhga Vtoraya,54.23955,44.33876
Chenova,63.5916,44.3582
Lugovoye,52.61471,44.38373
Yavron’ga,63.3846,44.4068
Marfino,53.51023,44.42969
Novyye Avgury,54.13246,44.45532
Boloto Nemboloto,64.6714,44.481
Ichalki,55.4438,44.50264
Staraya Terizmorga,54.26032,44.53154
Razvaliny Barak Verkhnyaya Nema,63.3835,44.5515
Kirillovo,56.88879,44.56968
Borovichka,56.72624,44.59481
Vysokaya,57.75254,44.61465
Staraya Murav’yëvka,54.01695,44.64392
Yanovshchina,53.93333,44.66667
Bakury,52.36559,44.69436
Ostanovochnyy Punkt Kemary,55.59184,44.7179
Lykovo,56.58453,44.74253
Kushkopola,63.8349,44.7668
Butayevka,52.7819,44.7874
Mokeyevskaya,62.2318,44.8126
Verkhnyaya Verchenka,54.41238,44.83488
Nelyubovo,55.69276,44.85716
